,smiles,mp,db,db_index,train/test
3698,OC(=O)C1=C(C=C(F)C=C1)C1=CC(Cl)=C(Cl)C=C1,453.15,Enamine,20844,True
3699,ClC1=C2C(=O)NNC2=CC=C1,521.15,Enamine,17740,True
3701,CC(C)C1=CC(=NN1C1=NC=CC=C1)C(O)=O,420.15,Enamine,5246,False
3708,NS(=O)(=O)CCOC1=CC=CC=C1,376.15,Enamine,21517,True
3709,OC(=O)C1=CC(=CC=C1)S(=O)(=O)NCC1=CN=CC=C1,505.15,Enamine,2453,True
3710,COC1=C(OC)C(O)=CC(=C1)C(C)=O,333.15,Enamine,6505,True
3711,CC1=C(COC2=CC(CC(O)=O)=CC=C2)C=CC=C1,326.15,Enamine,18104,True
3712,IC1=CC(I)=C(NC(=O)CN2CCCC2)C(I)=C1,458.15,Enamine,18247,True
3713,COC1=CC=C(C=C1)C1CC1C(O)=O,383.15,Enamine,16811,True
3715,CCN1C(C=O)=NC2=C1C=CC=C2,323.15,Enamine,13371,True
3721,CC(C)S(=O)(=O)C1=CC=C(CCl)C=C1,343.15,Enamine,7710,True
3722,OC(=O)C1(CC1)C1=CC(F)=CC=C1,389.15,Enamine,19627,True
3723,[O-][N+](=O)C1=C(C=O)C=C2OCCOC2=C1,443.15,Enamine,13565,True
3724,CN(C)C1=C(N)C=C(C=C1)S(N)(=O)=O,425.15,Enamine,5677,True
3726,BrC1=CC=C(C=C1)C(=O)C1=CC=CO1,337.15,Enamine,13018,True
3729,OC(=O)CN1C=CC=CC1=O,494.15,Enamine,5741,True
3730,COC1=C(OC)C=C(C=C1)C1=NN=C(S)N1N,479.15,Enamine,2056,True
3733,NC(CCN1CCCCC1)=NO,411.15,Enamine,13288,True
3735,OCCNCC1=CC(Cl)=C(Cl)C=C1,328.15,Enamine,6665,True
3736,CC1=C(N)ON=C1,333.15,Enamine,21911,True
3740,CN1C(Cl)=NN=C1C1=C(Cl)C=C(Cl)C=C1,435.15,Enamine,11723,True
3741,CN1C=C(C#N)C(=O)NC1=O,513.15,Enamine,9950,True
3742,OC(=O)C1=CC(=C(Cl)C=C1)S(=O)(=O)NCC1=CC=CO1,407.15,Enamine,252,True
3743,CC(C)C(NC(=O)C1=CC=C(Cl)C=C1)C(O)=O,471.15,Enamine,100,True
3744,NCC1=CN=C(C=C1)C(N)=O,420.15,Enamine,21104,True
3746,CN1N=C(C(=C1N)C1=CC=C(F)C=C1)C1=NC=CC=C1,438.15,Enamine,22115,False
3747,COC1=CC2=C(C=C1)C=C(CO)C=C2,396.15,Enamine,10558,True
3748,CCC(C)(NC(=O)C1=CC=CC=C1)C#N,412.15,Enamine,20233,False
3749,CC1=C(NC2=C(Cl)C=C(C=N2)C(O)=O)C=C(F)C=C1,483.15,Enamine,17168,True
3751,CCCCOC1=C(OC)C=CC(C=O)=C1,313.15,Enamine,2862,True
3752,[O-][N+](=O)C1=C(C=CC=C1)C1=CNN=C1,379.15,Enamine,18069,True
3753,O=CC1=C(N(C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=CC=C1,520.15,Enamine,423,True
3756,CN(C)S(=O)(=O)C1=CC(CCl)=CC=C1,319.15,Enamine,2680,True
3761,CC1CC(N)C(=O)N1C1=CC=CC=C1,351.15,Enamine,21284,True
3763,CCOC(=O)C1=CC2=C(C=C1)N=C(CCC(O)=O)C(=O)N2CC,456.15,Enamine,1385,True
3764,CC1=C(C=C(C=C1)S(=O)(=O)N1CCOCC1)C(O)=O,423.15,Enamine,219,True
3765,ClS(=O)(=O)CC1CCCN1C(=O)OCC1=CC=CC=C1,334.15,Enamine,16600,True
3767,[O-][N+](=O)C1=C(Cl)C=CC(=C1)S(=O)(=O)NC1=C(Cl)N=C2C=CC=CC2=N1,454.15,Enamine,724,True
3769,OC(=O)C1=CSC(CC2=C(F)C=CC=C2)=N1,428.15,Enamine,19991,True
3772,CC(C)NC(=O)NC1=CC=C(CN)C=C1,407.15,Enamine,11906,True
3773,COC1=C(CCl)C=C(F)C=C1,325.65,Enamine,5007,False
3775,NC(=O)C1=C(N)C2=C(S1)N=C(C=C2C1=CC=CC=C1)C1CC1,459.15,Enamine,954,True
3776,NS(=O)(=O)C1=CC=C(S1)[N+]([O-])=O,413.15,Enamine,13833,True
3778,ClC1=CC2=C(NN=C2C#N)C=C1,484.15,Enamine,18033,True
3780,CC(=O)NC1=CC(F)=C(C=C1)C1=CSC(N)=N1,478.15,Enamine,9650,True
3783,FC(F)(F)COC(=O)NC1=CNN=C1,425.15,Enamine,14726,True
3784,NC1=C(C=CC=C1)C1=CC(F)=C(F)C(F)=C1,338.15,Enamine,22152,True
3787,OC(=O)C1=C(F)C(Cl)=CC(=C1)[N+]([O-])=O,454.15,Enamine,7059,True
3788,C1CC1N1CCNC2=C1C=CC=C2,332.15,Enamine,6953,True
3789,CC1=CC(=CC(C)=C1OCC1=CN=CC=C1)C(O)=O,456.15,Enamine,11895,True
3790,ClC1=C2C(SC=C2C2=CC=CC=C2)=NC(=N1)C1=CC=CS1,417.15,Enamine,7474,True
3792,OC(=O)CCCN1C=CC=CC1=O,395.15,Enamine,19861,True
3796,COC1=CC=C(C=C1)C1(CCC1)C(O)=O,369.15,Enamine,10792,True
3801,OC1=CC(NC(=O)C2=CC=CC=C2)=CC=C1,445.15,Enamine,12684,True
3804,COC1=C(C=CC=C1)C(N)=NO,379.15,Enamine,5313,True
3806,COCCOC1=C(C=C(F)C=C1)[N+]([O-])=O,328.15,Enamine,7335,True
3809,COC(=O)C1=C(C=NC=C1)C(=O)OC,329.15,Enamine,20665,True
3810,NS(=O)(=O)C1=C(Br)C=CC(F)=C1,444.15,Enamine,19794,True
3813,FC(F)(F)COC(=O)NC1=C2C=CC=CC2=CC=C1,383.15,Enamine,10111,True
3816,OC(=O)CC1CCC(CC1)C1=CC=CC=C1,357.15,Enamine,18617,True
3818,NCCC(=O)N1CCN(CC1)C1=NC=CC=C1,350.15,Enamine,16179,False
3819,NC1=CC(CCCC2=CC=CS2)=NO1,317.15,Enamine,16407,True
3821,CC(=O)C1=C(C)N=C(NCCCC(O)=O)S1,414.15,Enamine,8761,False
3822,OCCCN1C(=O)NC2=C(C=CC=C2)C1=O,448.15,Enamine,16502,True
3824,CC(NS(=O)(=O)C1=CN(C)N=C1)C(O)=O,443.15,Enamine,3965,True
3827,OC(=O)C1=CC=C(C=C1)N1C=C(Br)C=N1,547.15,Enamine,11061,True
3829,CN1CC(=O)NC2=C1C=CC(=C2)C(O)=O,596.15,Enamine,13937,True
3831,CC(C)(C)OC(=O)N1C2CCC1C(C2)C(O)=O,418.15,Enamine,19465,True
3835,COC(=O)C1=CC2=C(O1)C(Br)=CC=C2,350.15,Enamine,3617,True
3836,CC1=C(OCC(O)=O)C=CC=C1Cl,417.15,Enamine,20116,False
3837,CC1=CC=C(S1)C(=O)CC#N,379.15,Enamine,18061,True
3838,NC1=C(Cl)C=NN=C1,353.15,Enamine,4470,True
3839,OC(C1CCOCC1)C(O)=O,353.15,Enamine,19771,True
3840,OC(=O)C1=C(SCC2=CC=C(Br)C=C2)N=CC=C1,510.15,Enamine,12013,True
3841,COC1=C(C=C(NC(=O)CCl)C=C1)S(=O)(=O)N1CCCCC1,416.15,Enamine,1429,True
3845,NNC(=O)COC1=CC=C(C=C1)C#N,454.15,Enamine,1170,True
3846,NC1=CC(Cl)=C(C=C1)C(=O)N1CCOCC1,479.15,Enamine,13546,True
3847,CCNC(=O)C1=NC=CC(Cl)=C1,334.15,Enamine,12595,True
3848,OC(=O)C1=CC2=C(N1)C=C(C=C2)C1=CC=CC=C1,524.15,Enamine,8897,True
3851,CC1=NN=C2C=CC(Cl)=NN12,377.15,Enamine,9771,True
3852,NC1=C(C=CC=C1)C(=O)NCCO,366.15,Enamine,20605,True
3859,NC1=NN=C(N1)C1=C(Cl)C=C(Cl)C=C1,502.15,Enamine,14051,True
3863,COC1=C(OC)C=C(NC(N)=S)C=C1,503.15,Enamine,10425,True
3865,CC1=C(C(O)=O)C(O)=NC=C1,503.15,Enamine,7394,True
3867,CC1(C)C(=O)NS1(=O)=O,411.15,Enamine,22272,True
3868,COC(=O)C1=C(Cl)N=C(Cl)S1,328.15,Enamine,12844,True
3869,CC1=CC(I)=C(N)C(F)=C1,306.15,Enamine,6801,True
3870,CC(C)C1=NOC2=C1C(=CC(=N2)C1=CC=CO1)C(O)=O,498.15,Enamine,14834,True
3871,CC(=O)C1=C(C)C(CCl)=C(C)C=C1C,348.15,Enamine,2891,True
3876,COC1=C(CC(C)(C)C(O)=O)C=CC=C1,318.15,Enamine,19204,True
3877,CC1=CSC(SC2=C(Cl)C=CC=C2N)=N1,406.15,Enamine,16006,True
3879,CC1=C(Cl)C=C(NC2=NN=C(S)S2)C=C1,484.15,Enamine,8964,True
3880,CN1N=C(C)C(C(O)=O)=C1C(F)(F)F,487.15,Enamine,21198,True
3881,NC1=NN(CC2=CN3C=CC=CC3=N2)C=C1,418.15,Enamine,15886,False
3884,CSC1=NC=CN1C1=CC(=CC=C1)C(O)=O,499.15,Enamine,12851,True
3885,CC1(C)CC(=O)C2=C(C1)N=CN=C2,341.15,Enamine,7858,True
3888,CC1(CCC2=CC=CC=C2)NC(=O)N(N)C1=O,290.15,Enamine,7827,True
3891,CN(C)CCN1C(=O)C=CC1=O,318.15,Enamine,18333,True
3892,OC(=O)C1=CN2N=NN=C2C=C1,490.15,Enamine,3699,True
3898,FC1=CC2=C(C=C1)N=C(S)NC2=O,619.15,Enamine,15493,True
3899,OCC(=O)N1CCC2=C1C=CC=C2,421.15,Enamine,16678,False
3900,CC(=O)NC1=C(C)C=C2OCOC2=C1,438.15,Enamine,7662,True
3903,NC1=CC2=C(NC(=N2)C2=CC=C(F)C=C2)C=C1,392.15,Enamine,12294,True
3904,CC1=NN2C=C(Br)C=NC2=C1,411.15,Enamine,10758,True
3905,OC(=O)C1=C(O)C2=C(N=C1)C(Br)=CC=C2,550.15,Enamine,16990,False
3906,COC1=CC=C(NCCCC(O)=O)C=C1,478.15,Enamine,20100,True
3907,CC(C)C(Br)C(=O)NC1CCCC1,373.15,Enamine,10477,True
3908,N#CC1=CC=C(C=C1)C1=NN=CO1,416.15,Enamine,12376,True
3911,COC(=O)CCCC1=CSC(N)=N1,343.15,Enamine,4040,True
3913,CCC1=C2NC=C(CC#N)C2=CC=C1,389.15,Enamine,18690,False
3916,NC1=CC=C(CC(=O)N2CCCC2)C=C1,381.15,Enamine,11206,True
3925,ClCC(=O)NC(=O)NC1=CC(=CC=C1)C#C,459.15,Enamine,3184,False
3927,CN1C(C=O)=NC2=C1C=CC(=C2)C(F)(F)F,385.15,Enamine,4632,True
3928,CC1=CC(=NN1C1=CC=C(F)C=C1)C(O)=O,426.15,Enamine,7143,False
3929,NC1=CC(=CC=C1)N1C=CN=C1,386.15,Enamine,12554,False
3932,CCOC(=O)C1=C(NC(=O)CCl)SC(C(C)=O)=C1C,450.15,Enamine,1714,True
3933,OC(=O)CCC1=NC(CC2=CC=CC=C2)=NO1,340.15,Enamine,12150,True
3936,CC(N(C)C(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2)C(O)=O,393.15,Enamine,20145,True
3943,CC1=CC=CC(C)=C1NC1=NN=C(SCC(O)=O)S1,481.15,Enamine,1608,True
3944,BrC1=C2C=CC=CC2=NC=N1,368.15,Enamine,18307,True
3945,OC(=O)C1CCC(CC1)NC(=O)CC1CCCCC1,410.15,Enamine,16648,True
3946,CC1=C(NC(=O)CCl)C=CC=C1Cl,345.65,Enamine,598,True
3949,NC1=NC2=C(O1)C=CC(CC1=CC=CC=C1)=C2,425.15,Enamine,22239,True
3951,COC1=CC(OC)=C(CNC2=NC=CS2)C=C1,386.15,Enamine,22196,True
3952,COC(=O)C(CC1=CNC=N1)NC(C)=O,390.15,Enamine,7862,True
3964,CC(NC(=O)CNC(=O)CCl)C1=CC=C(F)C=C1,411.15,Enamine,20527,True
3966,CCOC1=C(OCC)C=C(C=O)C(Br)=C1,344.65,Enamine,8473,True
3967,NC1=C(N)C(=NN1C1=CC=CC=C1)C1=CC=CC=C1,363.15,Enamine,6186,True
3969,COC1=C(OC)C=C(C=C1)S(=O)(=O)N1CCNCC1,419.15,Enamine,6409,True
3974,CN1C(C)=NN=C1C1=CC(N)=CC=C1,463.15,Enamine,5051,True
3976,OC1=C2NC(=O)COC2=CC=C1,521.15,Enamine,7020,False
3978,COC1=C(SC)C=CC(=C1)C(C)=O,366.15,Enamine,15828,True
3979,CC1=C(C=CO1)C(=O)NC1=C(F)C=CC(N)=C1,404.15,Enamine,12117,True
3980,NC1=CC(=NN1C1=NC=CC=N1)C1CC1,418.15,Enamine,18148,False
3981,[O-][N+](=O)C1=C(C=CN=C1Cl)C#N,348.15,Enamine,4175,True
3982,FC(F)(F)OC1=CC2=C(C=C1)C(=O)C(=O)N2,457.15,Enamine,11422,True
3983,OC(=O)CSC1=NC=CN1C1=CC=C(C=C1)C(F)(F)F,393.15,Enamine,18811,False
3984,O=C1NC(=O)C(=O)N1CCC1=CCCCC1,401.15,Enamine,4810,True
3985,COC1=CC=C(SCC(O)=O)C=C1,351.15,Enamine,7636,False
3987,NC1=CC2=C(CCCC2=O)C=C1,400.15,Enamine,22393,True
3988,OC(=O)CN1C(=O)CC2=C(C=CC=C2)C1=O,520.15,Enamine,8278,True
3990,CC(C)(C)OC(=O)NC(C(O)=O)C1=CC=CC=C1,387.15,Enamine,4010,True
3995,FC1=C(NC(=O)CCl)C=C(Cl)C=C1,373.15,Enamine,4099,True
4001,CC(NC(C)=O)C1=CC=C(C=C1)C1=CSC(N)=N1,499.15,Enamine,8984,True
4004,CC(C)(C)OC(=O)NCC1=NN=C(N1)C1=CN=CC=C1,470.15,Enamine,20822,True
4005,OC(=O)C1=CC(=C(Cl)C=C1)S(=O)(=O)N1CCCCC1,492.15,Enamine,168,True
4006,ClCC1=NN(C=N1)C1=CC=CC=C1,357.15,Enamine,6830,True
4007,NC1=CC=C(C=C1)C(=O)N1CCOCC1,408.15,Enamine,11387,True
4008,OC(C1=NC(=NO1)C1=CC=CC=C1)C1=CC=CC=C1,371.15,Enamine,22200,False
4011,[O-][N+](=O)C1=CC(N2C=NN=N2)=C(F)C=C1,375.15,Enamine,11009,True
4014,OC1=CC(CNCC2CC2)=CC=C1,373.15,Enamine,16127,True
4016,CC1SC2=C(NC1=O)C=C(C=C2)C(O)=O,504.15,Enamine,4297,True
4019,CC1=CC(C)=NC(SCC(=O)NN)=N1,393.15,Enamine,1879,True
4021,OC(=O)C1=C2C(ON=C2C2CC2)=NC(=C1)C1=CC=CC=C1,473.15,Enamine,14914,True
4026,CC(C)(C)OC(=O)N1CCN(CC1)S(=O)(=O)C1CNC1,406.15,Enamine,21652,True
4027,OC(=O)CCN1C=NC2=C1C=CC=C2,380.15,Enamine,8677,True
4029,CC1=C(C#N)C2=NC3=C(C=CC=C3)N2C(S)=C1,472.15,Enamine,1689,True
4031,OC(=O)C1(CCCC1)S(=O)(=O)C1=CC=C(Br)C=C1,412.15,Enamine,9507,True
4032,OC(=O)C1=NC=CN2C=CN=C12,441.15,Enamine,20504,True
4037,NCC(O)CC1=CC=CC=C1,341.15,Enamine,17971,True
4041,NNC(=O)C1=CC=C(C=C1)C#N,469.15,Enamine,15835,True
4046,OC(=O)C1=CC(NS(=O)(=O)C2=CC3=C(C=CC=C3)C=C2)=CC=C1,479.15,Enamine,14293,True
4047,OC(=O)CCC(=O)NC1=C(C(=O)NCC2CCCO2)C2=C(CCCC2)S1,425.15,Enamine,1705,True
4048,CCSC1=CC=C(C=C1)C(O)=O,419.15,Enamine,7285,True
4049,FC(F)(F)CNC(=O)C1=CC(=CC=C1)S(Cl)(=O)=O,357.15,Enamine,13357,True
4050,OC(=O)C1=CN(N=C1)C1CCCCC1,471.15,Enamine,18958,True
4053,CC1=C(NC(=O)CCl)C(C)=NN1,434.15,Enamine,2311,True
4057,CC(=O)NC=C(Cl)Cl,359.15,Enamine,15506,True
4060,O=C(NC1=CNN=C1)OC1=CC=CC=C1,453.15,Enamine,18564,True
4063,OC(=O)C1=CC2=C(SCC(=O)N2)C=C1,525.15,Enamine,2550,True
4064,CC1=C(C)C(C#N)=C(NC(=O)CCl)N1CC1=CC=C(F)C=C1,553.15,Enamine,7079,True
4065,CCOC(=O)CN(C(=O)CCl)C1=CC=CC=C1,405.15,Enamine,2281,True
4066,CN1C(S)=NN=C1C1=CC(N)=CN=C1,480.15,Enamine,5104,True
4067,CN1C(=O)N(CC(O)=O)C(=O)C11CCCCC1,494.15,Enamine,6993,True
4071,NS(=O)(=O)C(F)F,333.15,Enamine,11497,True
4076,NC(=S)COC1=C(C=CC=C1)C1=CC=CC=C1,451.15,Enamine,12612,True
4077,COC1=C(C=C(N)C=C1)S(=O)(=O)N(C)C,418.15,Enamine,5679,True
4078,CC1=NOC2=C1C(=CC(=N2)C1=C(F)C=CC(F)=C1)C(O)=O,511.15,Enamine,14916,True
4080,OC(=O)C1(CC1)C(=O)NC1CC1,419.15,Enamine,16321,True
4082,CC1=NC(COC2=C(C=CC=C2)C(O)=O)=CS1,290.15,Enamine,8438,True
4083,NS(=O)(=O)CC1(CCCC1)C#N,346.15,Enamine,6827,True
4084,CC1=CC=C(C)N1C1=CC=C(CC(O)=O)C=C1,380.15,Enamine,13883,True
4086,NC(=O)C1=C2N=C(C=C(N2C=N1)C(O)=O)C1=CC=CC=C1,528.15,Enamine,10034,True
4087,NC(=O)N1CCOCC1,380.15,Enamine,13143,True
4090,OC(=O)CN1C(=O)C2=C(C=C(Cl)C(Cl)=C2)C1=O,583.15,Enamine,1773,True
4092,CC1=C(C=C(NC(=O)CCl)C=C1)S(=O)(=O)N1CCCCCC1,348.15,Enamine,610,True
4094,CC(C)(C)OC(=O)NCCN=C=O,376.15,Enamine,7704,True
4098,OCCC1=CC2=C(O1)C=CC(Br)=C2,341.15,Enamine,11818,False
4101,CC1=NSC(NC2=CC=CC=C2)=C1C#N,446.15,Enamine,8449,True
4102,OC1=CC=C(OCC(F)(F)F)C=C1,334.15,Enamine,15047,True
4103,CC1=C(OC2=C1C=CC=C2Br)C(O)=O,478.15,Enamine,7744,True
4105,CC1=NSC2=C1C=C(C=N2)C(O)=O,453.15,Enamine,16487,True
4106,CC(C)S(=O)(=O)NCC1CCCNC1,430.15,Enamine,16028,True
4107,CC1=CC2=C(CCCC2=O)N1C1=CC(=CC=C1)C(F)(F)F,395.15,Enamine,15629,False
4108,CC(=O)NC1=NC(C(O)=O)=C(Br)C=C1,463.15,Enamine,3453,False
4110,COC(=O)C1=C(N)C=C(F)C=C1,336.15,Enamine,12528,True
4111,COC(=O)C1=C(C=CS1)S(N)(=O)=O,394.15,Enamine,9693,True
4113,CN1C=C(C(O)=O)C(=N1)C1=COC2=C1C=CC=C2,551.15,Enamine,14416,True
4117,BrC1=CC(C=O)=C(OCC#C)C=C1,369.15,Enamine,3120,True
4118,FC(F)(F)COC(=O)NC1=CC(=CC=C1)C1=NN=NN1C1CC1,398.15,Enamine,15302,True
4120,CC(OC1=C(Br)C=C(C)C=C1)C(O)=O,394.15,Enamine,13004,True
4121,CC(=O)NCCC1=C(F)C=C(C=C1)C(=O)CCl,371.15,Enamine,11740,True
4123,NC1=C(C=CC(=C1)C(F)(F)F)N1C=NC=N1,393.15,Enamine,936,True
4124,CCOC1=CC=C(NC(=S)NN)C=C1,453.15,Enamine,1224,True
4128,CC(=O)NCCC1=CC=C(C=C1)S(Cl)(=O)=O,405.15,Enamine,12955,True
4129,CC(=O)C1=CC(OCC2=CC(=NO2)C(O)=O)=CC=C1,443.15,Enamine,6787,True
4130,CC1=CC(NS(=O)(=O)C2=C(Cl)C=C(Cl)C(=C2)C(O)=O)=CC=C1,446.15,Enamine,240,True
4133,N1N=NC2=CN=CC=C12,514.15,Enamine,19878,True
4134,CC(N)C(=O)NC1=CC=C(C=C1)N1C=NC=N1,443.15,Enamine,16642,True
4136,CNC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,323.15,Enamine,3150,False
4139,N#CC1=CC=C(NC2CC2)C=C1,353.15,Enamine,12057,True
4140,OC(=O)CCCNC(=O)NC1CCCCC1,427.15,Enamine,10168,True
4143,COC(=O)C1=CN=C(NC2CC2)S1,431.15,Enamine,21258,True
4144,NC(=O)CCNC(=O)C1=C(N)C=CC=C1,471.15,Enamine,17409,True
4147,OC(=O)C1=C(Br)N=CC(Cl)=N1,373.15,Enamine,7000,True
4150,OC(=O)CCNC(=O)NC1CCCCC1,437.15,Enamine,10167,True
4151,CC(C)C1=C(C(O)=O)C(C)=NO1,422.15,Enamine,7610,True
4152,CC(C)(NC(=O)NCC1=CC(Br)=CC=C1)C(O)=O,433.15,Enamine,13809,True
4153,CC1=CN2C(C=C1)=NC=C2C(O)=O,451.15,Enamine,6191,True
4156,CC(C)NC1=CC(C)=C(C=C1)C(N)=O,406.15,Enamine,17806,True
4158,NS(=O)(=O)N1CCCC1,370.15,Enamine,12316,True
4159,OC(=O)C1=CC=C(C=C1)S(=O)(=O)NC1CC1,517.15,Enamine,7661,True
4162,NC1=NC(=CN=N1)C1=CC(Cl)=CC=C1,493.15,Enamine,14587,True
4163,OC(=O)CCSC1=CC=C(F)C=C1,350.15,Enamine,9247,True
4165,CC(=O)C1=CC=C(OC2=CC=C(Br)C=C2)C=C1,353.15,Enamine,18642,True
4166,FC1=CC(F)=C(C=C1)N1C(S)=NC2=C1C=CC=C2,465.15,Enamine,7372,True
4168,FC1=CC(=C(CNC(=O)CCl)C=C1)C(F)(F)F,369.15,Enamine,13424,True
4170,CC1=NN2C=NN=C2NC1=O,469.15,Enamine,7292,True
4172,CC(C)(C)C1=NC(=CS1)C(O)=O,400.15,Enamine,16876,True
4174,CC1=CC(C)=C(C=CC(O)=O)C=C1,456.15,Enamine,9728,True
4176,CN1CCCC2=C1C=CC(C=CC(O)=O)=C2,443.15,Enamine,15821,False
4181,[O-][N+](=O)C1=C(Cl)C=CC(CN2C=CC=CC2=O)=C1,366.15,Enamine,4773,True
4183,NC1=C(OCC2=CC=CC=C2)N=CC=C1,325.15,Enamine,12975,True
4186,CC(C)C1=CC=C(C=C1)C(=O)N1CCNCC1,403.15,Enamine,10647,True
4187,CCOC(=O)C1=CC(N)=C(C=C1)N1C=CN=C1,364.15,Enamine,951,True
4188,OC(=O)C(F)=C1CCCC1,357.15,Enamine,3983,True
4191,[O-][N+](=O)C1=CC(C=O)=C(OC(F)F)C=C1,320.15,Enamine,15098,True
4193,CN(C1=C(N)C=CC=C1)S(C)(=O)=O,412.15,Enamine,4303,False
4194,CC(C)C(OC1=C(C=CC=C1)C#N)C(O)=O,341.15,Enamine,14192,True
4196,O=C(CC#N)N1CCN(CC1)C1=CC=CC=C1,406.15,Enamine,2150,True
4199,COC(=O)CNC1=CC(F)=CC=C1,339.15,Enamine,22198,True
4201,COC(=O)C1=C(C)N=C(O)C=C1,496.15,Enamine,21157,True
4202,COC1=CC2=C(C=C1)C(CCC2)=NO,409.15,Enamine,14156,True
4204,ClCC(=O)N1CCC(CC1)NC(=O)C1=CC=CC=C1,429.15,Enamine,13446,True
4205,CCOC1=C2C=CC=CC2=C(C=C1)S(Cl)(=O)=O,372.15,Enamine,14258,True
4210,BrC1=CC2=C(OCCN2)N=C1,423.15,Enamine,7981,True
4213,CC(=O)C1=C(O)C=CC(=C1)C(O)=O,513.15,Enamine,18439,True
4214,OCC(=O)NCC1=CC=C(F)C=C1,376.15,Enamine,18894,True
4215,COC1=C(CN2C(=O)CNC2=O)C=C(Br)C=C1,457.15,Enamine,3987,True
4216,NC1=NC(=CN=N1)C1=CC=C(Cl)S1,533.15,Enamine,15379,True
4223,CC1=NC2=NC=C(C=O)N2C(C)=C1,443.15,Enamine,21530,True
4227,COC(C)C(N)=S,332.15,Enamine,3331,True
4229,OC(=O)CCCOC1=CC(F)=CC=C1,325.15,Enamine,14090,False
4231,CC1=CC=C(C=C1)C(=O)NC1=CC(C=O)=CC=C1,404.15,Enamine,1315,True
4237,CC1=C2OC(=CC2=CC(Br)=C1)C(O)=O,496.15,Enamine,6707,True
4239,CCC1=NC(C)=NC(N)=C1,423.15,Enamine,21229,True
4240,OC(=O)C1=C(OCC2=CC(Br)=CC=C2)C=CC=C1,382.15,Enamine,2868,True
4242,CC1=CC=C(C=C1)N1CCC(N)C1=O,371.15,Enamine,20786,True
4243,NC1=NC2=C3C=CC=CC3=CC=C2S1,408.15,Enamine,931,True
4246,OC(=O)C1=CC(=C(SC2=CC=CC=C2)C=C1)[N+]([O-])=O,502.15,Enamine,2563,True
4247,NC1=CN=C(OC2=CC(=CC=C2)C#N)C=C1,378.15,Enamine,11607,True
4249,CCOC1=CC=C(NC2CCN(CC(F)(F)F)CC2)C=C1,328.15,Enamine,16606,True
4250,CCCC1=NC2=NC(=NN2C(Cl)=C1)C(=O)OC,391.15,Enamine,12384,True
4251,NCC1=CN=C(C=C1)N1C=NC2=C1C=CC=C2,371.15,Enamine,15557,True
4252,CCOC(=O)C1=C(N(N=C1)C1=CC(N)=CC=C1)C(F)(F)F,361.15,Enamine,11509,True
4253,SC1=NC2=C(O1)C=CC(=C2)S(=O)(=O)N1CCCCC1,413.15,Enamine,1948,True
4254,CC1=CC(NC(=O)NC2=CC(CN)=CC=C2)=CC=C1,437.15,Enamine,13375,True
4256,COC(=O)C1=NSC=C1N,328.15,Enamine,3742,True
4260,CSC1=C(C(O)=O)C(C)=NC(C)=N1,497.15,Enamine,10113,True
4261,OC(=O)CCC1=NC(=NO1)C1=CC=CS1,382.15,Enamine,8726,True
4262,OC(=O)CCCOC1=CC=C(Br)C=C1,404.15,Enamine,1454,False
4264,NC1=CC2=C(C=C1)N=C1CCCN1C2=O,495.15,Enamine,11373,True
4266,OC(=O)CNC(=O)C1=C(O)C=CC=N1,508.15,Enamine,5498,True
4268,CCOC(=O)C1=CSC(NC2CC2)=N1,363.15,Enamine,20295,False
4270,ClCC1=NN=C(O1)C1=CC(Cl)=CC=C1,350.15,Enamine,18150,True
4273,OC(=O)C1=C(CN2C(=O)CC3=C2C=CC=C3)C=CO1,477.15,Enamine,17715,True
4274,OC(=O)C1CCC2=NN=C(C(F)F)N2C1,489.15,Enamine,4756,True
4277,COC1=CC=C(CC(N)=NO)C=C1,383.15,Enamine,14198,True
4278,NNC(=O)CC(F)(F)F,364.15,Enamine,13745,True
4280,ClC1=C(OCCBr)C=CC(C=O)=C1,335.15,Enamine,4386,True
4281,CC1=NOC(=C1C(O)=O)C(F)(F)F,414.15,Enamine,21191,True
4282,OC(=O)CNC(=O)C1=C(F)C=C(F)C=C1,413.15,Enamine,9219,False
4286,COC(=O)C1=CC(=CNC1=O)[N+]([O-])=O,528.15,Enamine,10590,True
4287,OC(=O)C1=NOC(=N1)C1=C(Cl)C=CC=C1,393.15,Enamine,20375,True
4290,OC1=C(C=CC(C=O)=C1)[N+]([O-])=O,406.15,Enamine,16149,True
4291,CN1C=C(C=O)C(C)=N1,320.15,Enamine,15005,True
4292,OC(=O)C1=CN=C(F)C=C1,419.15,Enamine,19187,True
4297,OC(=O)CCN1CCCC1=O,383.15,Enamine,17342,True
4298,NC(=O)CC1CCCCN1,382.15,Enamine,15921,True
4299,CC(C)C1=CC2=C(C=C(N2)C(O)=O)C=C1,406.15,Enamine,8892,False
4304,OC(=O)C1=NOC=C1,417.15,Enamine,9356,True
4305,O=CC1=C(N=C2C=CC=CN12)C1=CC=CC=C1,418.15,Enamine,404,True
4306,NC(=O)NCC1=CC=C(C=C1)C(O)=O,565.15,Enamine,8345,True
4307,CC(C)(C)OC(=O)NC1=C(C=C2C=CC=CC2=C1)C(O)=O,453.15,Enamine,14256,True
