,smiles,mp,db,db_index,train/test
3940,COC1=C(C(N)=O)C(OC)=C(Cl)C=C1Cl,421.15,OCHEM,4964,True
3941,OC1=C(F)C=C(C=O)C=C1F,396.15,OCHEM,15366,True
3942,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)C2=CC=CC=C2O1,503.15,OCHEM,21604,True
3947,CC1=CC=C(C=C1)S(=O)(=O)C1=C(SCC(=O)C2=CC=C(Cl)C=C2)SC=N1,485.15,OCHEM,14411,True
3950,ClC1=NC=NC(Cl)=C1Br,352.15,OCHEM,20718,True
3953,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,298.15,OCHEM,15796,True
3954,CC=CC#N,221.65,OCHEM,9266,False
3955,NC1=C(OC(F)(F)F)C=C(C=C1)C#N,345.15,OCHEM,2802,True
3957,[O-][N+](=O)C1=CC=C(C=C/C2=CC=CC=C2C=NNC2=CC=CC=C2)C(=C1)[N+]([O-])=O,466.15,OCHEM,12642,True
3958,IC1=CC=CC(=C1)C1=CC=CC=C1,299.65,OCHEM,11148,True
3959,CC1=CC=C2NN=CC2=C1,384.15,OCHEM,20815,True
3960,NCCNC(=O)C(=O)NCC1=NC=CC=C1,530.15,OCHEM,14904,True
3961,CCCCCCCC=O,285.65,OCHEM,21489,True
3963,COC1=CC(C(O)=O)=C(C=C1OC)[N+]([O-])=O,469.15,OCHEM,1408,False
3965,[O-][N+](=O)C1=CC(=C(NN=CC2=C(CCCC2)C=C)C=C1)[N+]([O-])=O,425.15,OCHEM,13338,True
3968,CN(CC1=CC=C(N)C=C1)S(=O)(=O)C1=CC=C(C)C=C1,428.0,OCHEM,15553,True
3970,CC1(C)OC2C3OC(C)(C)OCC3OC2(O1)C(O)=O,365.15,OCHEM,21749,True
3975,OC1=CC(Cl)=C(O)C=C1Cl,442.65,OCHEM,18919,True
3977,N#CCON=C(C#N)C1=CC=CC=C1,328.15,OCHEM,11635,True
3986,O=C1C=C(C(=O)C=C1C1=CC=CC=C1)C1=CC=CC=C1,490.15,OCHEM,18944,True
3989,CCOC(=O)C1=C(CBr)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,379.15,OCHEM,14954,True
3991,FC1=C(F)C(F)=C(OC(=O)C2=CC=NC=C2)C(F)=C1F,324.65,OCHEM,3528,True
3992,CCOC(=O)C1=C(N)OC2=CC=C3C=CC=CC3=C2[C@H]1C1=CC=C(C)C=C1,474.5,OCHEM,17345,True
3993,COC(=O)CCC1=CC(CCC(=O)OC)=CC=C1,324.15,OCHEM,12584,True
3994,OC(=O)C1=CC=CN=C1OC1=CC=C2OCOC2=C1,455.15,OCHEM,3107,True
3996,ClC[Si]12OCCN(CCO1)CCO2,494.15,OCHEM,7136,True
3997,CC1=C(Br)C=C(O)C=C1Br,381.15,OCHEM,19685,True
3998,CCOC(C)OCC,173.15,OCHEM,7830,True
4000,CCC1N(O)C(C)(C)N=C1C=NO,437.15,OCHEM,1318,True
4002,NC1=CC=C(Cl)N=C1Cl,395.15,OCHEM,5795,True
4003,CN1CC(=O)NC1=O,430.65,OCHEM,18626,True
4010,N#CC1=CC=C(C#N)C2=CC=CC=C12,483.15,OCHEM,21430,True
4012,O=C1NC(=O)C2=CC=CC=C2N1,573.15,OCHEM,4575,True
4013,CC1=CC(C(O)=O)=C(C)O1,410.15,OCHEM,4681,True
4015,OC(C#CC1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,354.15,OCHEM,18438,True
4017,[O-][N+](=O)C1=CC=C(C=C1)C1=CSC(CCl)=N1,429.15,OCHEM,5315,True
4018,NC(=S)C1=CC(F)=CC=C1,383.15,OCHEM,7162,False
4023,CCCN(CCOC1=C(Cl)C=C(Cl)C=C1Cl)C(=O)N1C=CN=C1,321.45,OCHEM,21709,True
4024,CC1=CC=C(C=C1)C1=CSC(=N1)C(=NNC1=CC=C(F)C=C1)C#N,469.15,OCHEM,15129,True
4030,CC(C(O)=O)C1=CC=C(O)C=C1,405.15,OCHEM,6789,True
4033,FC(F)(F)C1=C(C=C(S1)C(Cl)=O)C1=CC=CC=C1,322.65,OCHEM,3219,True
4035,NC1=C(OC2=CC=CC=C2)C=C(O)C2=C1C(=O)C1=C(C=CC=C1)C2=O,458.15,OCHEM,11079,True
4036,CC(=O)C1=CC(Cl)=NC=C1,310.95,OCHEM,3532,True
4038,CC(=O)C1=CC=C(C(C)=O)C(=C1)[N+]([O-])=O,319.15,OCHEM,12561,True
4039,COC1=CC=C(NN=C(/C#N)C2=NC(=CS2)C2=CC=CC=C2)C=C1,423.15,OCHEM,13735,True
4040,CC1=CC(O)=NC(O)=N1,591.15,OCHEM,5745,True
4042,COC1=CC(=CC(Cl)=C1O)C(O)=O,518.15,OCHEM,20773,True
4044,CC(C)(C)N(NC(=O)C1=CC=CC=C1)C(=O)C1=CC=CC(Cl)=C1,453.15,OCHEM,11892,True
4045,ClS(=O)(=O)C1=CN=C(OC2=CC=CC=C2)C=C1,388.15,OCHEM,1903,True
4051,FC1=CC(=CC=C1)N1C=CNC1=S,436.15,OCHEM,3722,True
4052,CC1=C(C=CC=C1)C(=O)CC1=CC=C(C=C1)C(N)=O,461.15,OCHEM,2379,True
4054,CC(=O)OC1=CC(OC(C)=O)=C2C(=O)C(OC(C)=O)=C(OC2=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1,423.15,OCHEM,15165,True
4055,CC1=CC=CC2=C1C=C1C=CC=CC1=C2,358.65,OCHEM,9093,True
4058,ClC1=C(Cl)C(=O)NN=C1,475.15,OCHEM,20153,False
4059,O=C(CC#N)C1=CC=CO1,355.15,OCHEM,1636,True
4068,CC(C)(C)C1=CC2=C(O)C(CC3=CC(=CC(CC4=C(O)C(CC5=C(O)C(C2)=CC(=C5)C(C)(C)C)=CC(=C4)C(C)(C)C)=C3O)C(C)(C)C)=C1,573.15,OCHEM,6621,True
4069,ClC1=C(Cl)C(=O)C(NCC2=CC=CC=C2)=C(Cl)C1=O,504.15,OCHEM,15454,True
4070,O1C=NC=C1C1=CC=CC=C1,311.15,OCHEM,1252,True
4072,CCCOC1=CC2=C(C=C1)[C@@H]([C@H]([C@@H]2C1=C(OCC(O)=O)C=C(OC)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1,527.15,OCHEM,128,True
4073,NC1=CC(=NC(N)=N1)C1=CC=C(F)C=C1,438.15,OCHEM,3730,True
4074,CC1=CC(=CC(F)=C1)C(O)=O,415.15,OCHEM,19938,True
4075,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,436.15,OCHEM,7311,True
4081,CCOC(=O)C1=CN2C=CC=CC2=N1,354.65,OCHEM,2942,True
4085,COC1=CC=C(I)C(OC)=C1,312.15,OCHEM,18881,False
4088,CS(=O)(=O)C1=CSC(C(O)=O)=C1Cl,508.15,OCHEM,2159,False
4089,OC(C1=CC(=CC=C1)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,282.65,OCHEM,18487,True
4091,CC(C)CC1=CC(=CC2=CC=C(O2)C2=CC=C(C)C=C2)C(=O)O1,351.15,OCHEM,15047,True
4093,CC1(C)C2CCC1(C)C(=O)C2=CC1=CC=CC=C1,370.15,OCHEM,13009,True
4095,COC1=C(Br)C=C(C=C1Br)C(O)=O,498.15,OCHEM,3903,False
4096,CC1=NC(=CS1)C1=CC(=CC=C1)S(Cl)(=O)=O,390.15,OCHEM,4728,True
4097,IC1=CC=CS1,233.15,OCHEM,10427,True
4099,ClCC1=NN=C(O1)C1=CC2=C(C=CC=C2)C=C1,402.15,OCHEM,4758,True
4100,OC(=O)C(C(=O)OCC1=CC=CC=C1)C1=CC=CC=C1,339.15,OCHEM,21505,True
4104,NCCCNCCNCCCN,271.65,OCHEM,595,False
4109,OC(=O)CCC(=O)C1=CC2=C(OCCCO2)C=C1,423.15,OCHEM,6385,True
4112,COC1=CC=C(NCC(=O)NC2=CC=C(OC)C=C2)C=C1,405.15,OCHEM,12692,True
4115,CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1,454.15,OCHEM,278,True
4116,CC(C)CC(CC#N)NC(=O)OC(C)(C)C,349.15,OCHEM,2611,True
4119,CC(=C(C#N)C1=NC2=C(S1)C=CC=C2)C1=CC2=C(OC1=O)C=CC=C2,428.15,OCHEM,13657,True
4122,OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C(O)C(Br)=C1O2,568.15,OCHEM,11016,True
4125,C[Si](C)(C1C=CC2=C1C=CC=C2)C1C=CC2=C1C=CC=C2,359.15,OCHEM,3341,True
4126,CN(C)CCOCCN(C)C,193.15,OCHEM,16061,True
4127,COC(=O)C1=C(C)NC(=S)NC1C1=CC=C(C=C1)[N+]([O-])=O,448.15,OCHEM,16340,False
4131,NC(=S)NC1=CC=C(I)C=C1,457.15,OCHEM,3755,True
4132,CC(C)C(CCC(C)C(O)=O)C=NNC(N)=O,425.15,OCHEM,12960,True
4137,CC(O)C1=CC=C(N)C=C1,343.15,OCHEM,16603,True
4141,CNCC1=CC=CC=C1,249.15,OCHEM,448,True
4142,CCCCCCCCCCCCCCCCOCCCCCCCCCCCCCCCC,328.15,OCHEM,10544,True
4145,IC1=CC=C(C=C1)N1C=CC=C1,404.15,OCHEM,17340,True
4146,C1CCC2=CC3=C(CCCC3)C=C2C1,351.15,OCHEM,9690,True
4148,NC(=O)C1=C(F)C=CC=C1Cl,414.15,OCHEM,15615,True
4149,CC(=O)NC1=CC=C(C=C1)C(=O)C1CCNCC1,445.15,OCHEM,3328,True
4155,NC1=NC2=CC=C(OC(F)(F)F)C=C2S1,392.15,OCHEM,17827,True
4160,O1O[C@]2(C3=CC=CC=C3)C3=C(C=CC=C3)[C@@]1(C1=CC=CC=C1)C1=C2C=CC=C1,517.0,OCHEM,15806,True
4161,CCNC=C(C(=O)OCC)C(=O)C1=CC(F)=C(Cl)N=C1,396.15,OCHEM,5877,True
4164,FC1=CC(Cl)=CN=C1,299.15,OCHEM,19889,True
4167,COC1=CC2=C(C=C1OC)C(CBr)=CC(=O)O2,474.65,OCHEM,20328,True
4169,C1CCC(CC1)N1CCNCC1,303.15,OCHEM,900,True
4171,CC12CC(=O)CC1(C)CC(=O)C2,502.15,OCHEM,4303,True
4175,CCC1=C(NC2=C(CC)C=CC=C2)C=CC=C1,302.15,OCHEM,11650,True
4177,CC(=O)C1=CSC(=C1)[N+]([O-])=O,333.15,OCHEM,5951,True
4178,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,480.15,OCHEM,10975,True
4179,OC1=C(Cl)C(Cl)=C(O)C(Cl)=C1Cl,512.15,OCHEM,16108,True
4180,CCC1(O)C(C)C2=CC=CC=C12,325.15,OCHEM,18129,True
4182,CSC1=NN(C=C1C#N)C1=CC=CC=C1,380.15,OCHEM,2278,True
4185,CN1N=C(C=C1C1=CC=CS1)C(Cl)=O,321.65,OCHEM,5293,True
4189,OC1=CC=C(C(=O)COC2=CC=CC=C2)C(O)=C1,481.15,OCHEM,4895,True
4190,CCOC(=O)C1=C(O)C2=C(C=CC(OC(F)(F)F)=C2)N=C1,574.15,OCHEM,2311,True
4192,CC(=CC(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1,324.15,OCHEM,18256,True
4195,CCOC(=O)C(CC1=CNC2=CC=CC=C12)NC(C)=O,379.15,OCHEM,17616,True
4198,OC1=C(C=CC=C1F)[N+]([O-])=O,365.65,OCHEM,19384,True
4200,FC1=CC=CC=C1C(F)(F)F,224.15,OCHEM,19387,True
4203,FC1=C(F)C(F)=C(OC(=O)C2=CN=C(C=C2)C2=CC=CC=C2)C(F)=C1F,387.15,OCHEM,3610,True
4206,COC1=CC=C(C=C1F)S(Cl)(=O)=O,352.15,OCHEM,15484,True
4207,CCN(CC)C1=CC(C)=NC2=NC=NN12,373.15,OCHEM,7190,True
4208,C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1,426.06,OCHEM,18262,True
4209,ClC1=CC=CC(Cl)=C1S(Cl)(=O)=O,326.15,OCHEM,18970,True
4212,COC1=CC=CC=C1C1=NN=C2SC(NN12)C1=CC=CC=C1O,478.15,OCHEM,16829,True
4217,CCCC1=C(O)C(=CC(C(C)=O)=C1O)C(C)=O,372.65,OCHEM,6359,False
4219,COC1=CC2=C(C=C1C)C(C2)C#N,340.15,OCHEM,15299,True
4220,COC1=CC=C(C=C1)C1=NN(C=C1CNC1=CC=C(F)C(Cl)=C1)C1=CC=CC=C1,390.15,OCHEM,14844,True
4222,COC1=CC=C(Cl)C=C1,255.15,OCHEM,4011,True
4224,NC1=C(C=C2C(=O)OC3=CC=CC=C3C2=N1)C#N,562.15,OCHEM,15788,True
4225,CC(C)OC(=O)N[C@H](C(C)C)C(=O)N[C@H](C)C1=NC2=CC=C(F)C=C2S1,426.15,OCHEM,21874,True
4226,NC(=O)C1=CC=CO1,414.15,OCHEM,16072,True
4228,ClC(Cl)C(=O)NC1=CC2=NN(N=C2C=C1)C1CCCCC1,411.15,OCHEM,12038,True
4230,OCC(CO)ON(=O)=O,327.15,OCHEM,9182,True
4232,CC1=C(C(C)=NN1)C1=CC=CC=C1,407.15,OCHEM,13382,True
4233,CC1=CC=C(N=C1)C1=CC=C(C)C=N1,388.65,OCHEM,20649,True
4234,C1=CC=C(C=C1)N=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,403.15,OCHEM,21545,True
4235,NC1=C(C=CC=C1)N1C=CN=C1,379.15,OCHEM,3284,True
4236,COC(=O)C1=C(N)C(C)=CS1,359.65,OCHEM,5888,True
4238,O=C1OC(=NC1=CC1=CC=CC=C1)C1=CC=CC=C1,440.15,OCHEM,17225,True
4241,COC1=C(OC)C(=O)OC1C(O)CBr,369.15,OCHEM,17414,True
4244,CCCC1=C(C)N=C(NC(=O)NS(=O)(=O)C2=CC=CS2)N=C1Cl,445.15,OCHEM,13402,True
4245,CCCCCCCOC1=CC=C(O)C=C1,334.65,OCHEM,10943,True
4248,CN1C=C(Br)C(N)=N1,371.15,OCHEM,19778,True
4257,OC1C(COC(=O)C2=CN=CC=C2)(COC(=O)C2=CN=CC=C2)CCCC1(COC(=O)C1=CN=CC=C1)COC(=O)C1=CC=CN=C1,451.15,OCHEM,11265,True
4259,ClC1=CC(=CC(Cl)=C1)S(Cl)(=O)=O,328.15,OCHEM,1648,False
4263,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,195.15,OCHEM,213,True
4265,CC1=CC(C)=C(CC(=O)C2=C(NC(=O)CC3=CC=CC=C3)C3=C(O2)C=CC=C3)C(C)=C1,429.15,OCHEM,14889,True
4267,OC1=C2C(CCC1)CC1=CC=CC=C1C2=O,352.15,OCHEM,17589,True
4269,CC(=O)CCC1=CC=C(CCC(C)=O)C(=C1)[N+]([O-])=O,331.15,OCHEM,17130,False
4271,NNC1=C(Cl)C=C(Cl)C=C1Cl,415.15,OCHEM,18824,True
4272,CCOC(=O)CN1C=NC(Cl)=C1Cl,339.15,OCHEM,2140,True
4275,COC(=O)CC[C@H](C)C1CCC2C3CC[C@@H]4C[C@@H](CC[C@]4(C)C3C[C@H](OC(C)=O)[C@]12C)OC(C)=O,389.15,OCHEM,13874,True
4276,CCOC(=O)C(C)OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,318.15,OCHEM,11725,True
4279,C[Si](C)(CCCC(O)=O)O[Si](C)(C)CCCC(O)=O,320.15,OCHEM,7121,True
4283,NC1(CC1)C(O)=O,530.15,OCHEM,6772,True
4285,CC1=NON=C1C,266.15,OCHEM,10646,True
4288,CCC1=CC2=C(C=C1)C=C(O)C(O)=C2,422.15,OCHEM,12032,True
4289,FC(F)(F)C1=CC(CCl)=C(C=C1)N1CCOCC1,326.15,OCHEM,3427,True
4293,COCC(CCC(=O)OC)N1CC=CC1,418.15,OCHEM,13214,True
4294,CCNC(=O)C1CC(C)CCC1C(C)C,361.15,OCHEM,11419,True
4295,CC1=C(C)N=CS1,356.65,OCHEM,10458,True
4296,OC(=O)C[C@H](NC(=O)OCC1=CC=CC=C1)C(O)=O,391.15,OCHEM,21438,False
4301,COC1=CC(=O)OC(C)=C1,359.15,OCHEM,9395,True
4302,CC(C)SC1OC(CO)C(O)C(O)C1O,394.15,OCHEM,8371,False
4303,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC(F)=C1)C(O)=O,351.15,OCHEM,17947,True
4308,ClC(C=O)=CC1=CC=CC=C1,294.15,OCHEM,4015,True
4311,CN(C)CCN(C)CCN(C)C,291.15,OCHEM,5447,True
4312,CC(=O)C1=C(C)N=C(S1)C1=CC=CC=C1,340.65,OCHEM,3004,True
4315,CC1=CC(=CC=C1)C(O)C1=CC=CC=C1,326.15,OCHEM,15825,True
4318,FC1=C(F)C(=C(F)C(F)=C1Br)C1=C(F)C(F)=C(Br)C(F)=C1F,387.15,OCHEM,3643,True
4323,OC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,389.15,OCHEM,10640,True
4324,OCC[N+]([O-])=O,193.15,OCHEM,9237,True
4326,FC1=C(C=CC(=C1)C#N)C(F)(F)F,320.15,OCHEM,16612,True
4328,ClC(Cl)(Cl)C(Cl)(Cl)Cl,460.15,OCHEM,7302,True
4337,CC1=CC(=O)CC1,277.15,OCHEM,3997,False
4338,COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=CC=C1)=C2,506.15,OCHEM,21838,True
4339,OC(=O)CCC1=C(Cl)C=CC=C1Cl,369.15,OCHEM,6964,False
4340,BrC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=CC=C1)C1=CC=CC=C1,529.15,OCHEM,14326,True
4341,COC1=CC=CC=C1C1=CC=C(O1)C=CC(=O)C1=CC(OC)=C(OC)C=C1,417.15,OCHEM,14056,True
4342,ClC1=CC(Cl)=C(C=C1)C1=NN=NN1,436.15,OCHEM,20628,True
4343,CCOP(O)(=O)C(N)=O,447.15,OCHEM,21674,True
4344,CCOC(=O)C1CSCCN1,393.15,OCHEM,2805,False
4348,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=C(Br)C=C2)C(=O)C2=C(S1)C=CC=C2,508.15,OCHEM,21634,True
4349,CCOC(=O)[C@@]12[C@@H](C3=C(O[P@@]1(=O)OCC)C=CC=C3)[C@]1([C@@H]2C2=C(O[P@]1(=O)OCC)C=CC=C2)C(=O)OCC,523.15,OCHEM,14193,True
4350,NC1=CC=C(Br)C=C1N,336.15,OCHEM,4659,True
4352,CC1=NC(=C(S1)C(O)=O)C1=CC=CC=C1,475.15,OCHEM,3281,True
4356,ON=C1C2=CC=CC=C2N=C1C1=CC=CC=C1,533.15,OCHEM,12455,True
4357,COC(=O)C1(CC1)S(=O)(=O)C1=CC=C(Br)C=C1,397.15,OCHEM,12054,True
4359,[O-][N+](=O)C1=CC(C=N/C2=CC=CC=C2)=CC=C1C=NC1=CC=CC=C1,407.15,OCHEM,12768,True
4362,O=C1CCCCC1,247.15,OCHEM,21069,True
4365,CCCCCC(=O)CC(C)=O,255.15,OCHEM,10772,True
4368,CC1=C(C)C=C2C(=O)C(=COC2=C1)C#N,481.15,OCHEM,4616,True
4371,FC(F)(Cl)C(F)(Cl)Cl,238.15,OCHEM,193,False
4373,CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,223.15,OCHEM,7913,True
4374,BrC1=C(OCC2=CC=CC=C2)N=C(N=C1)N1CCCCC1,380.15,OCHEM,17877,True
4376,CC1(C)CC(=O)C(=NNC2=CC=CC(=C2)[N+]([O-])=O)C(=O)C1,459.15,OCHEM,14052,True
4377,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,448.65,OCHEM,15824,True
4380,CC1=CC=C2C=C(Cl)C(Cl)=CC2=N1,395.15,OCHEM,5620,False
4383,COC(=O)C1=CC=CC=C1SC,338.15,OCHEM,21259,True
4384,OC1CCCCC=CC2=CC=CC=C12,370.15,OCHEM,17541,False
4387,BrC1=CC=C(N=C1)C1=CN=CC=C1,350.15,OCHEM,17708,True
4390,ClC1=C(Cl)C=C(C=C1)C(=O)NC1=CC2=NN(N=C2C=C1)C1CCCC1,480.15,OCHEM,12003,True
4397,CC(=O)C=CC1=C(C2=CC=C(C)O2)C2=CC(=CC=C2O1)[N+]([O-])=O,451.15,OCHEM,18005,True
4399,CC(=O)OC[C@H]1O[C@@H](OCC2=CC=CC=C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,371.15,OCHEM,12145,True
4400,ClC1=CC=C(NN=C2C(=O)NC(=O)NC2=O)C=C1,626.15,OCHEM,14008,True
4401,CC(=CC1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C,513.65,OCHEM,15511,True
4402,BrC1=C2N=CC=CC2=CC=C1,331.65,OCHEM,4587,True
4405,O=C1C2C=CC=CC2CC2=CC=CC=C12,425.15,OCHEM,14107,True
4407,COC(=O)CCCCCC(=O)OC,252.15,OCHEM,9945,True
4409,COC1=C(OC)C=C(C=C1)C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,381.15,OCHEM,14060,True
4410,CSC1=NC=C(Br)C(=N1)C(O)=O,429.15,OCHEM,2916,True
4414,CC1=CC=C(C)C(Cl)=C1,274.75,OCHEM,7675,True
4416,OC(=O)C1=C(O)C=CC(C=O)=C1,523.15,OCHEM,5772,True
4418,COC(=O)C1(CC1)S(=O)(=O)C1=CC=C(C=C1)N(=O)=O,400.15,OCHEM,12055,True
4419,NC1=C(C=NN1C1=CC(Cl)=CC=C1)C#N,458.15,OCHEM,20671,True
4423,CCC1=CC=C(C=C1)C#CC1=CC=C(OC)C=C1,308.15,OCHEM,18608,True
4426,CCCC(=O)C(O)=O,279.65,OCHEM,9982,True
4433,O1N=C2C=CC3=C(C=C(N=N3)C3=CC=CC=C3)C2=N1,475.15,OCHEM,5102,True
4434,BrCC(Br)C1=CC(=CC=C1)C(Br)CBr,338.15,OCHEM,12737,True
4437,COC(=O)C1=CC2=CC=C(Br)C=C2C=C1,397.15,OCHEM,4577,True
4438,ClS(=O)(=O)CC1=CC=CC=C1Br,352.15,OCHEM,3465,True
4439,CC(=O)N1N=C(CC1C1=CC=CC=C1Cl)C1=CC=C2C=CC=CC2=C1,446.15,OCHEM,17511,True
4441,CN(C)C1=CC=C(C=C1)N=NC1=CC=CC=C1,390.15,OCHEM,7272,True
4442,NC1=CC(Cl)=C(Cl)C=C1[N+]([O-])=O,454.15,OCHEM,20152,True
4444,CN(C)C1=CC=C(C=CC(=N/NC2=CC=CC=C2)C2=CC=CC=C2)C=C1,401.15,OCHEM,12816,True
4445,O=C1CCC2CC1CCC2=O,424.15,OCHEM,6380,False
4447,CCC1=CC=CC=C1NCN1C(=O)C2=CC=CC=C2C1=O,377.15,OCHEM,17600,True
4448,CCCCCNCCCCC,265.3,OCHEM,10063,True
4449,OC(=O)CCSC=CC1=CC=CC=C1,391.15,OCHEM,6445,True
4451,CCC(C)Cl,133.15,OCHEM,7403,True
4452,CC(=O)OC1=CC2=CC(OC(C)=O)=CC=C2C=C1,404.15,OCHEM,15910,True
4457,COC1=CC=C(O)C(=C1)C(C)=O,322.15,OCHEM,19408,True
4458,CCC1=CC=C(CCO)N=C1,315.15,OCHEM,15800,True
4459,CCOC1=CC=C(C=C1)C1=NN=C2SC(NN12)C1=CC=CC=C1O,450.15,OCHEM,15716,False
4460,CCN(CC1=CC=C(Cl)N=C1)C(NC)=CN(=O)=O,356.65,OCHEM,11979,True
4462,CCC(=O)N(C)C,228.15,OCHEM,9453,True
4465,NC(CSSCC(N)C(O)=O)C(O)=O,533.15,OCHEM,899,True
4467,CCN(CC)C(=O)C1=C(C=CC=C1)C(=O)N(CC)CC,309.15,OCHEM,7488,True
4472,ClC1=CC=C(C=C1)C1=CSC(NC(=O)C2=CC=CC=C2)=N1,393.15,OCHEM,14135,True
4474,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,479.15,OCHEM,21613,True
4475,CC1=C(C=NN1C1=CC=CC=C1)C(Cl)=O,421.15,OCHEM,1842,True
4479,ClS(=O)(=O)CC1=CC(=CC=C1)C#N,374.15,OCHEM,3467,True
4480,NC1=CC(Cl)=C(Cl)C(Cl)=C1,372.15,OCHEM,9327,True
4483,COC1=C(OC)C=C(C(CC(O)=O)=C1)[N+]([O-])=O,385.15,OCHEM,1988,True
4485,COC(=O)C1=C(C)C2=CC=CC=C2C1,339.15,OCHEM,16213,True
4489,COCP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,390.15,OCHEM,18389,False
4490,OC1=CC=CC=C1C(=O)OC1=CC2=CC=CC=C2C=C1,368.65,OCHEM,9126,True
4498,FC1=C(F)C(F)=C(OC(=O)C2=CSC(=N2)C2=CC=CN=C2)C(F)=C1F,409.15,OCHEM,3401,True
4499,CCC1N(O)C(C)(C)N=C1C=NC(C)(C)C,377.15,OCHEM,3183,True
4500,NC1CCC(N)CC1,342.65,OCHEM,5467,True
4503,CCOC(=O)CNC1=NC(N)=NN1,451.15,OCHEM,14470,False
4504,NC(CC(F)(F)F)C(O)=O,530.15,OCHEM,6729,False
4505,NCCNCCNCCNCCNCCN,238.15,OCHEM,749,True
4506,CC(C)C(N)=NO,333.65,OCHEM,2791,False
4511,OP(=O)(OCC1=CC=CC=C1)OCC1=CC=CC=C1,353.15,OCHEM,15293,True
4513,OC(=O)C1=C(F)C=CC(I)=C1,436.15,OCHEM,19363,True
4525,CC1(C)CC(=O)C(=NNC2=CC=CC=C2[N+]([O-])=O)C(=O)C1,413.15,OCHEM,14038,True
4526,FC(F)(F)C1=NN(C(=O)C1=NNC1=CC=C(Cl)C=C1)C1=CC=CC=C1,453.15,OCHEM,13600,True
4527,[O-][N+](=O)C1=CC=C(C=C1)C1=NN=C2SC(NN12)C1=CC=CO1,483.15,OCHEM,12190,True
4529,CCC(C)(O)C(C)(C)C,267.15,OCHEM,15341,True
4531,OC(=O)C1=C2CCCCCC2=NC2=CC=C(F)C=C12,563.15,OCHEM,5973,True
4532,O=C1OCC2=CC(=CC=C12)C#N,476.15,OCHEM,2608,True
4534,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,447.15,OCHEM,11382,True
4535,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)C1=CC3=C(OC1=O)C=C(C=C3)N(CC)CC)C(=O)O2,487.15,OCHEM,4402,True
4539,NC1=C2N=CN(C2=NC=N1)C1(CO)OC(CO)C(O)C1O,485.15,OCHEM,9999,True
4540,CCCOC(=O)CCCCC(=O)OCCC,257.45,OCHEM,7840,True
4547,CC1(C)C2CCC1(C)C(=O)C2(CC(Br)CC1=CC=CC=C1)C1(CC(Br)CC2=CC=CC=C2)C2CCC(C)(C1=O)C2(C)C,488.15,OCHEM,13052,True
4551,CN1C(CO)=CC2=C1C=CS2,377.15,OCHEM,4722,True
4554,COC1=CC(F)=CC=C1C(C)=O,325.15,OCHEM,20437,False
4555,OC(=O)C1=C(F)C=CC=C1I,397.15,OCHEM,6876,True
4557,CCN1C2=C(C=CC=C2)C2=C1C=CC(C=O)=C2,361.15,OCHEM,4088,False
4562,NC(=S)C1=CC2=C(OC=C2)C=C1,371.75,OCHEM,1748,True
4563,FC(F)(F)C1=C(C#N)C(S)=NC(=C1)C1=CC=CC=C1,454.15,OCHEM,5916,True
